Id,Locality,House or appartment?,Subtype,Price,Type of sale,Number of rooms,Living area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of terrace,Garden,Area of garden,Land surface,Number of facades,Swimming pool,State of building
10304064,Uccle,HOUSE,VILLA,1150000.0,BUY_REGULAR,4.0,312.0,0,None,0,1,20,1,300,520,4,0,TO_RENOVATE
10303384,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,200000.0,BUY_REGULAR,2.0,,None,None,0,1,1,None,None,None,2,0,GOOD
10311294,Anderlecht,HOUSE,HOUSE,589000.0,BUY_REGULAR,4.0,304.0,1,None,1,None,None,1,115,260,2,None,AS_NEW
10311748,WOLUWÉ-SAINT-LAMBERT,APARTMENT,APARTMENT,375000.0,BUY_REGULAR,3.0,115.0,0,None,1,None,None,None,None,None,,None,
10311744,BRUXELLES,HOUSE,APARTMENT_BLOCK,850000.0,BUY_REGULAR,3.0,180.0,None,None,0,None,None,None,None,0,None,None,None
10309545,Uccle,APARTMENT,APARTMENT,189000.0,BUY_REGULAR,1.0,61.0,0,None,1,None,None,None,None,None,2,None,
10309816,Laeken,APARTMENT,APARTMENT,165000.0,BUY_REGULAR,1.0,60.0,0,None,0,1,None,None,None,,2,None,TO_BE_DONE_UP
10308534,Ixelles,APARTMENT,APARTMENT,785000.0,BUY_REGULAR,3.0,144.0,0,None,0,1,12,None,None,None,4,0,JUST_RENOVATED
10306811,Evere,APARTMENT,APARTMENT,214000.0,BUY_REGULAR,1.0,70.0,None,None,0,1,None,None,None,None,2,None,GOOD
10307544,MOLENBEEK-SAINT-JEAN,HOUSE,APARTMENT_BLOCK,550000.0,BUY_REGULAR,4.0,300.0,None,None,0,1,10,None,None,132,2,None,
10305734,Sint-Agatha-Berchem,APARTMENT,APARTMENT,149000.0,BUY_REGULAR,1.0,60.0,0,None,0,1,5,None,None,None,2,None,
10304977,Brussels City,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,2.0,65.0,0,None,0,1,8,None,None,,3,0,GOOD
10304008,Schaerbeek,HOUSE,HOUSE,465000.0,BUY_REGULAR,3.0,125.0,0,None,0,1,None,None,None,0,3,None,AS_NEW
10303338,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,6,None,None,None,2,0,
10311275,Schaerbeek,APARTMENT,APARTMENT,205000.0,BUY_REGULAR,1.0,47.0,0,None,0,1,18,None,None,None,2,None,GOOD
10310447,Anderlecht,APARTMENT,APARTMENT,357500.0,BUY_REGULAR,3.0,121.0,0,None,0,1,16,None,None,None,4,None,
10311743,BRUXELLES,HOUSE,APARTMENT_BLOCK,599000.0,BUY_REGULAR,4.0,385.0,0,None,0,None,None,None,None,0,2,None,TO_BE_DONE_UP
10309541,Schaarbeek,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,2.0,83.0,0,None,0,1,2,None,None,,,None,AS_NEW
10308533,Ixelles,APARTMENT,APARTMENT,647500.0,BUY_REGULAR,2.0,110.0,0,None,0,1,24,1,213,None,4,0,JUST_RENOVATED
10306805,Anderlecht,APARTMENT,APARTMENT,249000.0,BUY_REGULAR,2.0,87.0,None,None,0,1,None,None,None,None,4,None,GOOD
10307543,BRUXELLES,APARTMENT,APARTMENT,269000.0,BUY_REGULAR,1.0,75.0,None,None,0,None,None,None,None,None,2,None,
10307541,Anderlecht,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,1.0,60.0,0,None,0,1,2,None,None,None,2,None,
10304967,Schaerbeek,APARTMENT,DUPLEX,425000.0,BUY_REGULAR,2.0,134.0,0,None,0,None,None,None,None,None,1,0,GOOD
10304007,Anderlecht,HOUSE,MANSION,885000.0,BUY_REGULAR,7.0,427.0,1,None,0,1,None,None,None,296,2,None,AS_NEW
10303337,Etterbeek,APARTMENT,FLAT_STUDIO,220000.0,BUY_REGULAR,0.0,42.0,0,None,0,None,None,None,None,None,1,0,GOOD
10311260,Bruxelles,HOUSE,MIXED_USE_BUILDING,1250000.0,BUY_REGULAR,6.0,500.0,None,None,0,1,None,None,None,0,2,None,AS_NEW
10310446,Anderlecht,APARTMENT,APARTMENT,352500.0,BUY_REGULAR,3.0,119.0,0,None,0,1,16,None,None,None,4,None,
10311741,BRUXELLES,APARTMENT,APARTMENT,240000.0,BUY_REGULAR,1.0,50.0,0,None,0,None,None,None,None,None,2,None,
10309509,Neder-over-Heembeek,HOUSE,HOUSE,575000.0,BUY_REGULAR,4.0,165.0,0,None,0,1,19,1,42,0,2,None,AS_NEW
10309814,Bruxelles,APARTMENT,APARTMENT,214000.0,BUY_REGULAR,1.0,60.0,0,None,0,1,2,None,None,None,2,None,TO_BE_DONE_UP
10308504,SINT-JANS-MOLENBEEK,HOUSE,MIXED_USE_BUILDING,1499000.0,BUY_REGULAR,10.0,1645.0,0,None,0,None,None,None,None,1080,2,None,
10306800,Forest,APARTMENT,APARTMENT,264000.0,BUY_REGULAR,2.0,95.0,None,None,0,None,None,None,None,None,2,None,AS_NEW
10305733,Berchem-Sainte-Agathe,APARTMENT,APARTMENT,185000.0,BUY_REGULAR,1.0,65.0,0,None,0,1,9,1,145,None,2,None,
10307540,Auderghem,APARTMENT,APARTMENT,249000.0,BUY_REGULAR,2.0,55.0,None,None,0,None,None,None,None,None,3,None,
10304961,Molenbeek-Saint-Jean,APARTMENT,GROUND_FLOOR,129000.0,BUY_REGULAR,1.0,55.0,None,None,0,1,None,None,None,None,2,None,TO_BE_DONE_UP
10304005,Schaerbeek,APARTMENT,DUPLEX,485000.0,BUY_REGULAR,4.0,136.0,0,None,0,1,None,None,None,None,,None,AS_NEW
10143328,Berchem-Sainte-Agathe,APARTMENT,PENTHOUSE,485000.0,BUY_REGULAR,2.0,101.0,0,None,0,1,95,1,350,None,3,0,AS_NEW
10311208,Woluwe-saint-pierre,HOUSE,HOUSE,699000.0,BUY_REGULAR,4.0,160.0,0,None,0,1,13,1,81,138,2,0,AS_NEW
10310430,Ixelles,APARTMENT,APARTMENT,395000.0,BUY_REGULAR,1.0,95.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
10311740,SAINT-JOSSE-TEN-NOODE,HOUSE,HOUSE,455000.0,BUY_REGULAR,5.0,180.0,0,None,0,None,None,None,None,0,2,None,TO_BE_DONE_UP
10309469,Uccle,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,2.0,100.0,0,None,0,None,None,None,None,None,3,0,JUST_RENOVATED
10309812,Neder-over-Heembeek,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2.0,77.0,0,None,0,None,None,None,None,None,2,None,AS_NEW
10308477,Schaerbeek,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,3.0,170.0,0,None,0,None,None,None,None,None,,None,GOOD
10306795,Schaerbeek,HOUSE,HOUSE,459000.0,BUY_REGULAR,7.0,275.0,None,None,0,1,None,None,None,140,2,None,GOOD
10305715,Anderlecht,APARTMENT,APARTMENT,125000.0,BUY_REGULAR,1.0,61.0,0,None,0,1,4,None,None,None,2,0,TO_BE_DONE_UP
10307539,MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,109000.0,BUY_REGULAR,1.0,40.0,None,None,0,1,None,1,15,None,2,None,TO_RENOVATE
10304949,Ixelles,HOUSE,HOUSE,1150000.0,BUY_REGULAR,7.0,380.0,0,None,0,1,11,1,50,185,2,0,TO_RENOVATE
10304003,Schaerbeek,HOUSE,MANSION,1350000.0,BUY_REGULAR,7.0,318.0,0,None,0,1,None,1,610,850,3,1,TO_RENOVATE
10303313,Bruxelles,APARTMENT,APARTMENT,235000.0,BUY_REGULAR,1.0,70.0,0,None,0,None,None,None,None,None,2,0,GOOD
10311077,Ixelles,HOUSE,MIXED_USE_BUILDING,1285000.0,BUY_REGULAR,4.0,545.0,1,None,0,1,33,None,None,190,2,0,GOOD
10311737,Schaerbeek,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,5.0,170.0,0,None,0,None,None,None,None,None,2,None,
10309454,Bruxelles,APARTMENT,APARTMENT,785000.0,BUY_REGULAR,3.0,144.0,0,None,0,1,12,None,None,None,4,0,JUST_RENOVATED
10309811,Neder-over-Heembeek,APARTMENT,PENTHOUSE,250000.0,BUY_REGULAR,1.0,76.0,0,None,0,1,None,None,None,None,2,None,TO_RENOVATE
10308411,Schaarbeek,APARTMENT,APARTMENT,390000.0,BUY_REGULAR,2.0,90.0,1,None,0,1,7,1,200,None,,0,AS_NEW
10306787,Forest,HOUSE,HOUSE,595000.0,BUY_REGULAR,6.0,350.0,None,None,0,1,None,1,78,0,2,0,TO_RENOVATE
10305714,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,125000.0,BUY_REGULAR,1.0,61.0,0,None,0,1,4,None,None,None,2,0,TO_BE_DONE_UP
10307536,Auderghem,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,1.0,50.0,None,None,0,None,None,None,None,None,3,None,
10224933,Anderlecht ,HOUSE,APARTMENT_BLOCK,295000.0,BUY_REGULAR,0.0,125.0,None,None,0,None,None,None,None,0,None,0,None
10304002,Molenbeek-Saint-Jean,HOUSE,HOUSE,495000.0,BUY_REGULAR,4.0,166.0,0,None,0,1,21,1,15,0,2,None,AS_NEW
10303312,Molenbeek-Saint-Jean,HOUSE,HOUSE,490000.0,BUY_REGULAR,5.0,220.0,0,None,0,1,10,None,None,65,2,0,GOOD
10310385,Uccle,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,1.0,70.0,0,None,0,None,None,None,None,None,2,0,
10311023,Ixelles,HOUSE,EXCEPTIONAL_PROPERTY,1150000.0,BUY_REGULAR,4.0,340.0,0,None,0,1,None,1,90,184,2,None,TO_RENOVATE
10311736,BRUXELLES,APARTMENT,APARTMENT,318000.0,BUY_REGULAR,2.0,95.0,0,None,0,None,None,None,None,None,2,None,
10309453,Bruxelles,APARTMENT,APARTMENT,647500.0,BUY_REGULAR,2.0,110.0,0,None,0,1,24,1,213,None,4,0,JUST_RENOVATED
10309810,Neder-over-Heembeek,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,2.0,77.0,0,None,0,None,None,None,None,None,2,None,AS_NEW
10309809,Evere,HOUSE,HOUSE,290000.0,BUY_REGULAR,2.0,100.0,0,None,0,None,None,None,None,0,2,None,TO_RENOVATE
10306726,Uccle,APARTMENT,APARTMENT,599000.0,BUY_REGULAR,3.0,150.0,0,None,0,1,10,None,None,None,2,0,JUST_RENOVATED
10305656,Jette,APARTMENT,PENTHOUSE,559000.0,BUY_REGULAR,3.0,186.0,0,None,0,1,6,None,None,None,3,0,AS_NEW
10307507,Forest,HOUSE,APARTMENT_BLOCK,649500.0,BUY_REGULAR,9.0,279.0,0,None,0,1,None,None,None,0,2,0,GOOD
10218620,Bruxelles,APARTMENT,APARTMENT,153000.0,BUY_REGULAR,1.0,55.0,None,None,0,None,None,None,None,None,,0,
10218611,Bruxelles,APARTMENT,DUPLEX,195000.0,BUY_REGULAR,3.0,89.0,None,None,0,None,None,None,None,None,,0,
9812049,Sint-Jans-Molenbeek,HOUSE,APARTMENT_BLOCK,790000.0,BUY_REGULAR,7.0,,None,None,0,None,None,None,None,407,2,None,GOOD
10310364,Etterbeek,HOUSE,APARTMENT_BLOCK,535000.0,BUY_REGULAR,3.0,130.0,0,None,0,None,None,None,None,0,2,None,GOOD
10215532,Ixelles,HOUSE,EXCEPTIONAL_PROPERTY,1150000.0,BUY_REGULAR,4.0,340.0,0,None,0,1,None,1,90,184,2,0,TO_RENOVATE
10311735,MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,318000.0,BUY_REGULAR,2.0,95.0,0,None,0,None,None,None,None,None,2,None,
10309374,Woluwe-St-Lambert,APARTMENT,APARTMENT,395000.0,BUY_REGULAR,2.0,97.0,1,None,0,None,None,None,None,None,2,None,AS_NEW
10308346,Forest,APARTMENT,APARTMENT,390000.0,BUY_REGULAR,2.0,,1,None,0,1,1,None,None,None,2,0,GOOD
10309808,Bruxelles 21,HOUSE,APARTMENT_BLOCK,329000.0,BUY_REGULAR,0.0,100.0,0,None,0,1,None,None,None,33,2,None,TO_BE_DONE_UP
10306723,Ixelles,APARTMENT,APARTMENT,599000.0,BUY_REGULAR,3.0,150.0,0,None,0,1,10,None,None,None,2,0,JUST_RENOVATED
10305655,Jette,APARTMENT,GROUND_FLOOR,275000.0,BUY_REGULAR,1.0,79.0,0,None,0,None,None,None,None,None,3,0,AS_NEW
10307431,Uccle,APARTMENT,DUPLEX,425000.0,BUY_REGULAR,3.0,120.0,1,None,0,1,20,None,None,None,,None,
10304001,Molenbeek-Saint-Jean,HOUSE,HOUSE,575000.0,BUY_REGULAR,5.0,198.0,0,None,0,1,42,1,15,0,2,None,AS_NEW
10304911,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,385000.0,BUY_REGULAR,3.0,108.0,0,None,0,1,6,None,None,None,2,0,TO_BE_DONE_UP
10303235,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,275000.0,BUY_REGULAR,1.0,75.0,0,None,0,None,None,None,None,None,2,None,TO_BE_DONE_UP
10189054,Woluwe-Saint-Lambert,HOUSE,HOUSE,1360000.0,BUY_REGULAR,8.0,605.0,None,None,1,1,20,1,100,320,2,0,
10310988,BRUXELLES,HOUSE,HOUSE,675000.0,BUY_REGULAR,3.0,170.0,0,None,0,None,None,None,None,0,,None,JUST_RENOVATED
10310987,Jette,APARTMENT,APARTMENT,430000.0,BUY_REGULAR,4.0,155.0,1,None,0,1,None,None,None,None,2,0,AS_NEW
10228300,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,267000.0,BUY_REGULAR,2.0,120.0,0,None,0,1,9,None,None,None,4,0,GOOD
10309807,Neder-over-Heembeek,HOUSE,HOUSE,445000.0,BUY_REGULAR,3.0,160.0,0,None,0,None,None,None,None,225,2,None,GOOD
10306694,Anderlecht,APARTMENT,DUPLEX,230000.0,BUY_REGULAR,1.0,90.0,0,None,0,1,8,None,None,None,2,0,AS_NEW
10305654,Jette,APARTMENT,GROUND_FLOOR,369000.0,BUY_REGULAR,1.0,99.0,0,None,0,1,10,1,25,None,3,0,AS_NEW
10307377,Woluwe-saint-lambert,APARTMENT,APARTMENT,469000.0,BUY_REGULAR,3.0,112.0,0,None,0,1,16,None,None,,3,0,AS_NEW
10304000,Molenbeek-Saint-Jean,HOUSE,HOUSE,495000.0,BUY_REGULAR,4.0,166.0,0,None,0,1,21,1,15,0,2,None,AS_NEW
10304902,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,2.0,85.0,0,None,0,1,6,None,None,None,,0,TO_BE_DONE_UP
10303230,Uccle,APARTMENT,PENTHOUSE,699000.0,BUY_REGULAR,4.0,157.0,1,None,0,1,18,None,None,None,2,None,AS_NEW
10310352,Ixelles,HOUSE,HOUSE,649000.0,BUY_REGULAR,4.0,200.0,0,None,0,1,7,None,None,75,2,0,GOOD
10311734,MOLENBEEK-SAINT-JEAN,HOUSE,APARTMENT_BLOCK,750000.0,BUY_REGULAR,6.0,385.0,0,None,0,None,None,None,None,0,2,None,
10310986,Saint-Gilles,HOUSE,HOUSE,595000.0,BUY_REGULAR,6.0,300.0,1,None,0,1,None,None,None,0,2,0,TO_BE_DONE_UP
10054479,Ganshoren,APARTMENT,APARTMENT,192000.0,BUY_REGULAR,2.0,85.0,0,None,0,1,9,None,None,None,4,0,TO_BE_DONE_UP
10308320,Ixelles,APARTMENT,FLAT_STUDIO,200000.0,BUY_REGULAR,0.0,30.0,0,None,0,None,None,None,None,None,2,None,GOOD
10309806,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,159000.0,BUY_REGULAR,2.0,70.0,0,None,0,1,7,None,None,None,2,None,GOOD
10306641,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,699000.0,BUY_REGULAR,3.0,175.0,1,None,0,1,8,None,None,None,2,0,GOOD
10305653,Jette,APARTMENT,PENTHOUSE,379000.0,BUY_REGULAR,2.0,103.0,0,None,0,1,10,None,None,None,3,0,AS_NEW
10307373,Molenbeek,APARTMENT,GROUND_FLOOR,199000.0,BUY_REGULAR,1.0,100.0,0,None,0,1,15,None,None,None,2,None,
10303999,Bruxelles,HOUSE,HOUSE,575000.0,BUY_REGULAR,5.0,198.0,0,None,0,1,42,1,15,0,2,None,AS_NEW
10304900,Sint-Lambrechts-Woluwe,APARTMENT,DUPLEX,549000.0,BUY_REGULAR,3.0,165.0,None,None,0,None,None,None,None,None,2,0,GOOD
10303225,Saint-Josse-ten-Noode,APARTMENT,APARTMENT,365000.0,BUY_REGULAR,1.0,110.0,0,None,0,None,None,None,None,None,3,None,AS_NEW
10310301,WOLUWÉ-SAINT-PIERRE,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,3.0,150.0,0,None,0,None,None,None,None,None,2,None,JUST_RENOVATED
10311733,Jette,HOUSE,APARTMENT_BLOCK,515000.0,BUY_REGULAR,4.0,300.0,0,None,0,None,None,1,None,0,,None,
10310985,Anderlecht,HOUSE,APARTMENT_BLOCK,375000.0,BUY_REGULAR,4.0,230.0,0,None,0,1,25,None,None,111,2,0,TO_RENOVATE
10309349,Jette,APARTMENT,APARTMENT,160000.0,BUY_REGULAR,1.0,51.0,0,None,0,1,6,None,None,None,2,None,GOOD
10308305,Schaerbeek,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,5.0,170.0,0,None,0,None,None,None,None,None,2,None,GOOD
10309805,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,2.0,70.0,0,None,0,1,7,None,None,None,2,None,GOOD
10306539,Bruxelles,HOUSE,HOUSE,450000.0,BUY_REGULAR,3.0,110.0,0,None,0,1,25,1,120,173,2,0,JUST_RENOVATED
10305652,Jette,APARTMENT,GROUND_FLOOR,499000.0,BUY_REGULAR,3.0,104.0,0,None,0,1,None,1,80,None,3,0,AS_NEW
10307372,Molenbeek-Saint-Jean,APARTMENT,GROUND_FLOOR,299000.0,BUY_REGULAR,2.0,95.0,0,None,0,1,40,1,200,None,2,None,
10303998,Uccle,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,1.0,60.0,None,None,0,1,3,None,None,None,,None,GOOD
10304894,Schaerbeek,APARTMENT,APARTMENT,345000.0,BUY_REGULAR,2.0,120.0,1,None,0,1,7,None,None,None,2,0,TO_BE_DONE_UP
10303223,Molenbeek-Saint-Jean,HOUSE,HOUSE,439000.0,BUY_REGULAR,4.0,160.0,0,None,0,1,20,None,None,80,2,0,AS_NEW
10310300,Uccle,HOUSE,HOUSE,895000.0,BUY_REGULAR,4.0,235.0,None,None,1,1,15,1,80,200,2,0,AS_NEW
10311730,MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,239000.0,BUY_REGULAR,2.0,85.0,0,None,0,1,3,None,None,None,2,None,
10310984,Schaerbeek,HOUSE,HOUSE,420000.0,BUY_REGULAR,4.0,150.0,0,None,0,1,None,1,24,70,2,0,AS_NEW
10273845,Uccle,APARTMENT,APARTMENT,285000.0,BUY_REGULAR,3.0,100.0,0,None,0,1,10,None,None,None,,0,GOOD
10308227,Uccle,APARTMENT,APARTMENT,440000.0,BUY_REGULAR,2.0,110.0,0,None,0,1,5,None,None,None,2,None,
10309804,Evere,APARTMENT,FLAT_STUDIO,180000.0,BUY_REGULAR,0.0,43.0,0,None,0,None,None,1,69,None,3,None,TO_BE_DONE_UP
10306529,Schaerbeek,APARTMENT,APARTMENT,190000.0,BUY_REGULAR,1.0,50.0,0,None,0,None,None,None,None,None,2,0,JUST_RENOVATED
10305633,Auderghem,HOUSE,HOUSE,645000.0,BUY_REGULAR,3.0,127.0,1,None,0,None,None,None,None,280,2,0,AS_NEW
10307371,Bruxelles  8,HOUSE,HOUSE,349000.0,BUY_REGULAR,4.0,150.0,0,None,0,None,None,1,28,0,3,None,
10303997,Ixelles,APARTMENT,APARTMENT,350000.0,BUY_REGULAR,2.0,101.0,0,None,0,None,None,None,None,None,,None,GOOD
10223806,Anderlecht,HOUSE,HOUSE,399000.0,BUY_REGULAR,2.0,,0,None,0,1,20,1,45,0,2,0,JUST_RENOVATED
10303219,Saint-Josse-ten-Noode,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,2.0,77.0,0,None,0,1,2,None,None,None,2,None,TO_RENOVATE
10310281,BRUXELLES,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,76.0,0,None,0,1,5,None,None,None,,None,GOOD
10311699,Brussels City,HOUSE,HOUSE,1100000.0,BUY_REGULAR,2.0,,0,None,0,1,None,None,None,0,2,None,JUST_RENOVATED
10310983,Bruxelles,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,3.0,107.0,0,None,0,1,10,None,None,None,2,0,GOOD
10309286,Anderlecht,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,1.0,72.0,0,None,0,1,11,None,None,,4,0,GOOD
10308215,Anderlecht,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,1.0,54.0,0,None,0,1,45,None,None,None,2,0,GOOD
10309803,Jette,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,2.0,75.0,0,None,0,1,12,None,None,None,4,0,TO_BE_DONE_UP
10110650,Uccle,HOUSE,VILLA,2950000.0,BUY_REGULAR,5.0,380.0,1,None,0,1,None,1,None,1700,4,None,AS_NEW
10305619,Uccle,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,1.0,61.0,None,None,0,1,None,None,None,None,,None,TO_RENOVATE
10258207,St-Josse-Ten-Noode,APARTMENT,PENTHOUSE,65000.0,BUY_REGULAR,2.0,72.0,None,None,0,1,25,None,None,None,None,None,None
10303979,Molenbeek-Saint-Jean,HOUSE,APARTMENT_BLOCK,400000.0,BUY_REGULAR,3.0,,0,None,0,None,None,None,None,45,2,None,GOOD
10304858,Schaerbeek,APARTMENT,APARTMENT,245000.0,BUY_REGULAR,3.0,90.0,None,None,0,None,None,None,None,None,,None,GOOD
10303195,Uccle,APARTMENT,APARTMENT,225000.0,BUY_REGULAR,1.0,60.0,None,None,0,None,None,1,None,None,,None,TO_BE_DONE_UP
10164737,Bruxelles,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,2.0,86.0,0,None,0,1,14,None,None,None,4,0,
10311671,Forest,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,15,None,None,None,2,None,
10310982,Schaerbeek,APARTMENT,DUPLEX,389000.0,BUY_REGULAR,2.0,120.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
10267639,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,539000.0,BUY_REGULAR,3.0,188.0,1,None,0,1,26,None,None,,2,0,AS_NEW
10308210,Bruxelles,APARTMENT,APARTMENT,278000.0,BUY_REGULAR,1.0,,1,None,1,None,None,None,None,None,None,0,None
10309802,Neder-over-Heembeek,APARTMENT,APARTMENT,205000.0,BUY_REGULAR,1.0,70.0,0,None,0,1,2,None,None,None,2,None,GOOD
10306423,Anderlecht,HOUSE,HOUSE,399000.0,BUY_REGULAR,2.0,97.0,1,None,0,1,20,1,50,150,2,0,AS_NEW
10305618,Uccle,HOUSE,APARTMENT_BLOCK,1300000.0,BUY_REGULAR,0.0,634.0,0,None,0,1,None,None,None,634,2,0,TO_RENOVATE
10307340,SAINT-JOSSE-TEN-NOODE,HOUSE,APARTMENT_BLOCK,625000.0,BUY_REGULAR,5.0,244.0,0,None,0,1,40,None,None,135,2,None,TO_RENOVATE
10303942,Brussels City,APARTMENT,KOT,167500.0,BUY_REGULAR,1.0,24.0,None,None,0,None,None,None,None,,2,None,GOOD
10304811,Bruxelles,APARTMENT,APARTMENT,925000.0,BUY_REGULAR,3.0,210.0,0,None,1,1,150,None,None,,2,None,JUST_RENOVATED
10303194,Uccle,APARTMENT,APARTMENT,285000.0,BUY_REGULAR,2.0,80.0,None,None,0,None,None,1,None,None,,None,TO_BE_DONE_UP
10310238,Etterbeek,APARTMENT,APARTMENT,215000.0,BUY_REGULAR,1.0,60.0,0,None,0,None,None,None,None,None,,0,GOOD
10311600,WOLUWE-SAINT-LAMBERT,APARTMENT,APARTMENT,560000.0,BUY_REGULAR,2.0,138.0,1,None,0,1,18,None,None,None,,0,GOOD
